title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats
Fiat Punto EVO,1989,75000,2010,4,Petrol,Hatchback,1.4L,Manual,3,5
Vauxhall Astra,450,115000,2005,,Diesel,Hatchback,1.7L,Manual,5,5
Vauxhall Astra,875,175000,2010,5,Diesel,Hatchback,1.7L,Manual,5,5
Vauxhall Astra,1990,64000,2010,5,Petrol,Hatchback,1.6L,Manual,5,5
Ford Streetka,990,91000,2003,8,Petrol,Convertible,1.6L,Manual,2,2
MINI Hatch,2490,111000,2010,6,Diesel,Hatchback,1.6L,Manual,3,4
Vauxhall Corsa,1548,86786,2009,,Diesel,Hatchback,1.3L,Manual,5,5
Mazda Mazda3,999,129000,2005,,Petrol,Hatchback,2.0L,Manual,5,5
Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2L,Manual,5,7
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
Nissan Qashqai+2,1895,129100,2013,6,Diesel,SUV,1.5L,Manual,5,7
Audi A3,850,142900,2008,,Diesel,Hatchback,1.9L,Manual,5,5
KIA RIO,2990,26000,2010,1,Petrol,Hatchback,1.4L,Manual,5,5
Ford Fiesta,1295,116000,2007,3,Petrol,Hatchback,1.3L,Manual,5,5
Vauxhall Insignia,1495,168100,2013,4,Diesel,Hatchback,2.0L,Manual,5,5
Toyota Verso,1575,118000,2010,3,Diesel,MPV,2.0L,Manual,5,7
Citroen C3 Picasso,1995,106583,2010,,Diesel,MPV,1.6L,Manual,5,5
Vauxhall Adam,1295,70984,2013,8,Petrol,Hatchback,1.4L,Manual,3,4
Vauxhall Astra,2499,100000,2015,4,Diesel,Hatchback,1.6L,Manual,5,5
Peugeot 208,2199,100000,2014,4,Petrol,Hatchback,1.2L,Manual,3,5
Peugeot 207,1990,81000,2012,4,Petrol,Hatchback,1.4L,Manual,5,5
Vauxhall Zafira Tourer,13399,42847,2017,,Diesel,MPV,2.0L,Manual,5,7
Suzuki Swift,10707,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5,5
Ford Fiesta,1490,104000,2005,5,Petrol,Hatchback,1.4L,Manual,5,5
Mercedes-Benz E Class,2994,135000,2011,,Diesel,Saloon,2.1L,Automatic,4,5
Vauxhall Astra,1370,115826,2010,1,Petrol,Hatchback,1.4L,Manual,5,5
SEAT Ibiza,2450,98000,2012,2,Petrol,Hatchback,1.4L,Manual,5,5
Vauxhall Astra,3480,101000,2016,1,Petrol,Hatchback,1.4L,Manual,5,5
Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2L,Manual,5,7
Vauxhall Astra,1995,107000,2012,,Diesel,Hatchback,2.0L,Manual,5,5
Jeep Patriot,1000,112654,2008,4,Diesel,SUV,2.0L,Manual,5,5
Vauxhall Corsa,3350,88000,2015,3,Petrol,Hatchback,1.4L,Manual,3,5
Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2L,Manual,5,7
Vauxhall Corsa,10998,39993,2020,,Petrol,Hatchback,1.2L,Manual,5,5
Volvo V50,1985,172000,2009,,Diesel,Estate,2.4L,Automatic,5,5
Citroen DS4,3495,127000,2012,,Diesel,Hatchback,1.6L,Automatic,5,5
Citroen Berlingo,1495,92700,2004,,Diesel,MPV,2.0L,Manual,5,5
Mitsubishi Outlander,1489,145000,2007,,Diesel,SUV,2.0L,Manual,5,7
Ford Ecosport,3850,98000,2014,3,Diesel,SUV,1.5L,Manual,5,5
Ford Mondeo,899,149154,2007,4,Petrol,Hatchback,2.0L,Manual,5,5
Renault Clio,1295,123000,2009,3,Petrol,Hatchback,1.2L,Manual,5,5
Honda Jazz,1990,93000,2002,5,Petrol,Hatchback,1.4L,Automatic,5,5
Vauxhall Corsa,2789,135000,2015,,Petrol,Hatchback,1.4L,Manual,3,5
Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2L,Manual,5,7
Suzuki Swift,10707,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5,5
MINI Hatch,11999,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5,5
MG TF,1800,40000,2004,4,Petrol,Convertible,1.6L,Manual,2,2
Volkswagen Polo,4310,67710,2013,2,Petrol,Hatchback,1.2L,Manual,5,5
Ford Fiesta,995,83653,2006,5,Petrol,Hatchback,1.3L,Manual,3,5
Renault Clio,1295,102000,2009,,Diesel,Hatchback,1.5L,Manual,3,5
Renault Clio,2400,62203,2013,6,Petrol,Hatchback,1.2L,Manual,5,5
Citroen Xsara Picasso,995,110000,2007,3,Diesel,MPV,1.6L,Manual,5,5
Nissan Qashqai+2,2500,94932,2009,2,Diesel,SUV,2.0L,Manual,5,7
MG ZR,1395,92000,2005,,Petrol,Hatchback,1.4L,Manual,5,5
Peugeot 207 SW,895,114312,2008,9,Petrol,Estate,1.4L,Manual,5,5
Fiat Punto EVO,2250,86997,2011,2,Petrol,Hatchback,1.4L,Manual,3,5
Fiat Punto EVO,1989,75000,2010,4,Petrol,Hatchback,1.4L,Manual,3,5
Vauxhall Corsa,10998,39993,2020,,Petrol,Hatchback,1.2L,Manual,5,5
Ford Fiesta,9990,61981,2018,2,Petrol,Hatchback,1.0L,Manual,5,5
Toyota Yaris,1395,125000,2002,,Petrol,Hatchback,1.5L,Manual,3,5
Fiat Multipla,1985,106000,2007,5,Diesel,MPV,1.9L,Manual,5,6
Renault Clio,895,104000,2003,,Petrol,Hatchback,1.2L,Manual,3,5
Honda Jazz,994,127000,2007,3,Petrol,Hatchback,1.4L,Manual,5,5
KIA Soul,1989,97000,2010,3,Diesel,SUV,1.6L,Manual,5,5
Ford KA,2595,59000,2013,,Petrol,Hatchback,1.2L,Manual,3,4
Vauxhall Corsa,1000,76874,2006,4,Petrol,Hatchback,1.2L,Manual,5,5
Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2L,Manual,5,7
Ford Fiesta,9990,61981,2018,2,Petrol,Hatchback,1.0L,Manual,5,5
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
Vauxhall Insignia,2795,162000,2015,,Diesel,Hatchback,2.0L,Manual,5,5
Mazda Mazda6,1795,107819,2009,,Petrol,Hatchback,1.8L,Manual,5,5
SEAT Leon,3000,126000,2014,7,Diesel,Hatchback,1.6L,Manual,5,5
Ford Focus,1399,117000,2010,4,Petrol,Hatchback,1.6L,Manual,5,5
Honda Accord,950,192567,2007,5,Diesel,Saloon,2.2L,Manual,4,5
Fiat Grande Punto,2250,128000,2008,,Petrol,Hatchback,1.4L,Manual,3,5
BMW 1 Series,3995,137000,2012,3,Diesel,Coupe,2.0L,Manual,2,4
Volkswagen Lupo,1750,86336,2000,3,Petrol,Hatchback,1.4L,Manual,3,4
Peugeot 407,2150,99000,2006,,Diesel,Coupe,2.7L,Automatic,2,4
Ford Focus,1499,77000,2007,4,Petrol,Hatchback,1.8L,Manual,5,5
Vauxhall Corsa,2789,135000,2015,,Petrol,Hatchback,1.4L,Manual,3,5
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
Vauxhall Corsa,10998,39993,2020,,Petrol,Hatchback,1.2L,Manual,5,5
Volkswagen Passat,1290,160000,2002,5,Diesel,Estate,1.9L,Manual,5,5
SEAT Ibiza,2489,110000,2012,2,Petrol,Hatchback,1.4L,Manual,3,5
Vauxhall Astra,990,74520,2007,,Diesel,Hatchback,1.7L,Manual,5,5
Ford Mondeo,1895,118000,2010,4,Diesel,Hatchback,1.8L,Manual,5,5
Audi Q7,1994,145000,2006,,Diesel,SUV,3.0L,Automatic,5,7
Mazda Mazda2,2000,114000,2011,5,Petrol,Hatchback,1.3L,Manual,5,5
Vauxhall Astra,1950,169000,2012,,Diesel,Hatchback,2.0L,Manual,5,5
Peugeot 206 CC,1100,48276,2003,5,Petrol,Convertible,1.6L,Manual,2,4
Ford Focus,2000,86000,2010,,Petrol,Hatchback,1.6L,Manual,5,5
Peugeot 207,1990,81000,2012,4,Petrol,Hatchback,1.4L,Manual,5,5
Vauxhall Zafira Tourer,13399,42847,2017,,Diesel,MPV,2.0L,Manual,5,7
Vauxhall Astra,4999,60139,2015,2,Petrol,Hatchback,1.6L,Manual,5,5
Vauxhall Insignia,2495,121723,2012,,Diesel,Estate,2.0L,Manual,5,5
Toyota Yaris,1495,90285,2007,3,Petrol,Hatchback,1.3L,Manual,5,5
Honda Jazz,1295,87637,2005,,Petrol,Hatchback,1.2L,Manual,5,5
Renault Megane,2495,106500,2015,3,Diesel,Hatchback,1.5L,Manual,5,5
Citroen C1,1795,79000,2008,3,Petrol,Hatchback,1.0L,Manual,3,4
Vauxhall Astra,1299,96000,2006,5,Petrol,Hatchback,1.4L,Manual,3,5
Renault Clio,2490,93000,2010,,Diesel,Hatchback,1.5L,Manual,3,5
Land Rover Discovery Sport,15700,70000,2017,1,Diesel,SUV,2.0L,Automatic,5,7
Fiat 500,2500,107000,2011,2,Petrol,Hatchback,1.2L,Manual,3,4
Ford Ecosport,3850,98000,2014,3,Diesel,SUV,1.5L,Manual,5,5
Vauxhall Astra,4999,60139,2015,2,Petrol,Hatchback,1.6L,Manual,5,5
Volkswagen Jetta,6698,61637,2013,,Diesel,Saloon,2.0L,Manual,4,5
Ford Fiesta,2695,92000,2010,,Petrol,Hatchback,1.3L,Manual,5,5
Mercedes-Benz C Class,1495,72200,2001,,Petrol,Saloon,2.0L,Automatic,4,5
Ford Focus,3495,79567,2013,1,Petrol,Hatchback,1.0L,Manual,5,5
KIA Picanto,2450,78582,2011,3,Petrol,Hatchback,1.0L,Manual,5,5
MINI Hatch,2495,70930,2010,,Petrol,Hatchback,1.4L,Manual,3,4
Vauxhall Astra,3250,118000,2017,1,Diesel,Estate,1.6L,Manual,5,5
Renault Clio,3489,97000,2011,,Petrol,Hatchback,1.6L,Automatic,3,5
Vauxhall Astra,1795,109400,2010,,Petrol,Hatchback,1.4L,Manual,3,5
Fiat Grande Punto,1995,83404,2008,,Petrol,Hatchback,1.2L,Manual,5,5
MINI Hatch,999,95942,2009,7,Petrol,Hatchback,1.4L,Manual,3,4
Toyota Verso,1575,118000,2010,3,Diesel,MPV,2.0L,Manual,5,7
Vauxhall Insignia,1999,120000,2010,3,Diesel,Estate,2.0L,Automatic,5,5
Audi A3,1250,190000,2009,3,Diesel,Hatchback,1.9L,Manual,5,5
SKODA Fabia,999,85010,2001,3,Petrol,Hatchback,1.4L,Manual,5,5
Vauxhall Tigra,999,77000,2005,3,Petrol,Convertible,1.4L,Manual,2,2
Ford Focus,1190,94519,2006,1,Petrol,Hatchback,1.6L,Manual,3,5
SEAT Ibiza,1995,137580,2010,3,Petrol,Hatchback,1.4L,Manual,5,5
Vauxhall Insignia,1500,136000,2011,4,Diesel,Estate,2.0L,Manual,5,5
Volkswagen Golf Plus,1995,86000,2010,5,Diesel,Hatchback,1.6L,Manual,5,5
Vauxhall Astra,1000,90081,2002,4,Petrol,Hatchback,1.6L,Automatic,5,5
Renault Clio,993,104000,2008,2,Petrol,Hatchback,1.2L,Manual,3,5
MINI Hatch,11999,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5,5
Vauxhall Corsa,999,97632,2005,,Petrol,Hatchback,1.2L,Manual,3,5
Renault Clio,3995,95000,2013,4,Petrol,Hatchback,1.2L,Manual,5,5
Ford C-max,1350,111000,2008,5,Diesel,MPV,1.8L,Manual,5,5
Chrysler PT Cruiser,1475,104000,2005,,Petrol,Hatchback,2.0L,Automatic,5,5
Renault Clio,1499,115640,2010,,Diesel,Hatchback,1.5L,Manual,5,5
Peugeot 207 CC,2000,48000,2011,4,Petrol,Convertible,1.6L,Manual,2,4
Volkswagen Passat,2990,129000,2010,5,Diesel,Saloon,2.0L,Automatic,4,5
Vauxhall Corsa,790,87464,2009,,Petrol,Hatchback,1.2L,Manual,3,5
Citroen C3,1495,124530,2010,,Diesel,Hatchback,1.4L,Manual,5,5
Mitsubishi Outlander,1489,145000,2007,,Diesel,SUV,2.0L,Manual,5,7
Suzuki Swift,10707,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5,5
Fiat Doblo,1495,85000,2004,,Diesel,Estate,1.3L,Manual,5,5
Honda Civic,1795,69000,2004,3,Diesel,Hatchback,1.7L,Manual,3,5
Honda Accord,1195,153636,2000,,Petrol,Coupe,3.0L,Automatic,2,4
Mazda Mazda6,1650,112000,2010,,Diesel,Hatchback,2.2L,Manual,5,5
Vauxhall Corsa,1995,109091,2009,,Petrol,Hatchback,1.2L,Manual,5,5
Ford Focus C-max,700,91617,2007,,Petrol,MPV,1.6L,Manual,5,5
Citroen C1,993,135000,2006,4,Petrol,Hatchback,1.0L,Manual,5,4
Citroen C1,3494,107000,2005,,Petrol,Hatchback,1.0L,Manual,5,4
Honda Cr-z,2795,112000,2010,,Petrol Hybrid,Coupe,1.5L,Manual,3,4
Vauxhall Corsa,10998,39993,2020,,Petrol,Hatchback,1.2L,Manual,5,5
Vauxhall Astra,4999,60139,2015,2,Petrol,Hatchback,1.6L,Manual,5,5
Renault Clio,3500,85434,2014,4,Diesel,Hatchback,1.5L,Manual,5,5
Ford Streetka,1000,78715,2003,,Petrol,Convertible,1.6L,Manual,2,2
Renault Clio,500,115083,2007,7,Petrol,Hatchback,1.2L,Manual,5,5
Volvo V50,2299,153092,2009,2,Diesel,Estate,2.4L,Automatic,5,5
Peugeot 207,1450,94700,2009,1,Petrol,Hatchback,1.4L,Manual,5,5
Rover 45,2495,24000,2004,,Petrol,Saloon,1.8L,Automatic,4,5
Nissan Qashqai,3989,76000,2012,4,Diesel,SUV,1.5L,Manual,5,5
Alfa Romeo 159,2489,68000,2008,2,Diesel,Saloon,2.4L,Automatic,4,5
Suzuki Swift,1450,109000,2006,,Petrol,Hatchback,1.3L,Manual,5,5
Fiat Punto,1995,75061,2004,,Petrol,Hatchback,1.2L,Manual,3,5
Volkswagen Jetta,6698,61637,2013,,Diesel,Saloon,2.0L,Manual,4,5
Suzuki Swift,10707,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5,5
Nissan Micra,1490,79000,2006,,Petrol,Hatchback,1.2L,Manual,3,5
Lexus GS 450h,2500,160000,2006,,Petrol Hybrid,Saloon,3.5L,Automatic,4,5
Honda Jazz,975,136000,2006,6,Petrol,Hatchback,1.4L,Manual,5,5
Ford Mondeo,1250,128000,2009,,Diesel,Hatchback,2.0L,Manual,5,5
Vauxhall Astra,2850,87000,2010,,Petrol,Hatchback,1.6L,Manual,5,5
Renault Grand Scenic,2500,65500,2010,3,Diesel,MPV,1.5L,Manual,5,7
BMW 3 Series,2995,138000,2009,,Petrol,Saloon,2.0L,Automatic,4,5
Alfa Romeo Mito,2495,81710,2010,,Petrol,Hatchback,1.4L,Manual,3,4
Mazda Mazda2,2480,90000,2010,3,Petrol,Hatchback,1.3L,Manual,5,5
Citroen C4,2190,121255,2012,,Diesel,Hatchback,1.6L,Manual,5,5
Mitsubishi Outlander,1489,145000,2007,,Diesel,SUV,2.0L,Manual,5,7
Suzuki Swift,10707,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5,5
Peugeot 307,1495,75000,2005,,Diesel,Hatchback,2.0L,Manual,5,5
Nissan Qashqai,1695,115000,2009,1,Diesel,Hatchback,1.5L,Manual,5,5
Peugeot 206,999,128000,2004,,Petrol,Hatchback,1.1L,Manual,5,5
Jaguar XF,3494,146000,2015,,Diesel,Saloon,2.0L,Automatic,4,5
Honda Civic,1880,71360,2004,2,Petrol,Hatchback,1.6L,Automatic,3,5
Ford Fiesta,2799,65000,2009,3,Petrol,Hatchback,1.3L,Manual,3,5
Renault Clio,1990,60160,2009,1,Petrol,Hatchback,1.2L,Manual,3,5
BMW X1,6995,65000,2012,,Diesel,SUV,2.0L,Automatic,5,5
Vauxhall Corsa,2789,135000,2015,,Petrol,Hatchback,1.4L,Manual,3,5
Volkswagen Jetta,6698,61637,2013,,Diesel,Saloon,2.0L,Manual,4,5
Vauxhall Astra,4999,60139,2015,2,Petrol,Hatchback,1.6L,Manual,5,5
Vauxhall Corsa,2989,70020,2014,,Diesel,Hatchback,1.3L,Manual,5,5
Peugeot 207 SW,1450,115000,2009,9,Petrol,Estate,1.4L,Manual,5,5
Toyota Carina,2450,120000,1991,,Petrol,Saloon,1.6L,Manual,4,
Ford Fiesta,2390,83985,2009,,Diesel,Hatchback,1.6L,Manual,3,5
MINI Hatch,3490,129000,2011,6,Diesel,Hatchback,2.0L,Automatic,3,4
Volkswagen Golf,2500,98785,2009,3,Diesel,Hatchback,2.0L,Manual,5,5
Peugeot 206 CC,994,89000,2004,,Petrol,Convertible,1.6L,Manual,2,4
Citroen C5,2495,66203,2009,,Diesel,Saloon,2.7L,Automatic,4,5
MINI Hatch,1495,124000,2004,,Petrol,Hatchback,1.6L,Manual,3,4
Honda Civic,1190,138000,2006,,Petrol,Hatchback,1.8L,Manual,5,5
Ford Ecosport,3850,98000,2014,3,Diesel,SUV,1.5L,Manual,5,5
Ford Fiesta,9990,61981,2018,2,Petrol,Hatchback,1.0L,Manual,5,5
Ford Focus,6000,64000,2014,2,Petrol,Hatchback,1.0L,Manual,5,5
Ford Focus,1495,84000,2005,,Petrol,Hatchback,1.6L,Manual,5,5
Hyundai Amica,1100,54000,2007,3,Petrol,Hatchback,1.1L,Manual,5,4
SEAT Ibiza,3095,89839,2011,,Petrol,Hatchback,1.2L,Manual,3,5
Mitsubishi Outlander,1995,132000,2007,3,Diesel,SUV,2.0L,Manual,5,7
Fiat 500,2500,64000,2013,7,Petrol,Hatchback,1.2L,Manual,3,4
Vauxhall Astra,4190,76000,2013,2,Diesel,Hatchback,2.0L,Manual,5,5
Peugeot 206 CC,1789,62000,2002,,Petrol,Convertible,1.6L,Automatic,2,4
BMW 1 Series,3495,98800,2013,4,Diesel,Hatchback,2.0L,Manual,3,5
Peugeot 207,1990,81000,2012,4,Petrol,Hatchback,1.4L,Manual,5,5
MINI Hatch,11999,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5,5
Ford Fiesta,9990,61981,2018,2,Petrol,Hatchback,1.0L,Manual,5,5
SEAT Ibiza,2999,56000,2008,,Petrol,Hatchback,1.2L,Manual,5,5
Land Rover Range Rover Evoque,6495,160214,2014,3,Diesel,SUV,2.2L,Manual,5,5
Fiat Punto,2000,110000,2012,,Petrol,Hatchback,1.4L,Manual,3,5
Lexus IS 250,2795,72000,2007,2,Petrol,Saloon,2.5L,Manual,4,5
Alfa Romeo Brera,1990,109000,2007,,Diesel,Coupe,2.4L,Manual,3,4
Ford Fiesta,1500,93000,2008,3,Diesel,Hatchback,1.6L,Manual,3,5
Fiat 500,1995,103000,2008,,Petrol,Hatchback,1.4L,Manual,3,4
MINI Hatch,2195,87000,2007,8,Petrol,Hatchback,1.4L,Manual,3,4
Ford KA,995,50879,2007,3,Petrol,Hatchback,1.3L,Manual,3,5
Jeep Patriot,1000,112654,2008,4,Diesel,SUV,2.0L,Manual,5,5
Ford Fiesta,9990,61981,2018,2,Petrol,Hatchback,1.0L,Manual,5,5
SEAT Ibiza,2695,80210,2009,,Petrol,Hatchback,1.2L,Manual,5,5
Ford Focus,1095,143500,2011,4,Diesel,Hatchback,1.6L,Manual,5,5
Vauxhall Corsa,2000,110000,2013,,Petrol,Hatchback,1.2L,Manual,5,5
MINI Hatch,1325,143598,2004,,Diesel,Hatchback,1.4L,Manual,3,4
Toyota Yaris,2485,76185,2001,,Petrol,Hatchback,1.3L,Automatic,5,5
Peugeot 3008,1390,107000,2010,6,Diesel,SUV,1.6L,Manual,5,5
Citroen C4,2250,107000,2011,3,Petrol,Hatchback,1.6L,Manual,5,5
Vauxhall Zafira,1675,119000,2013,3,Petrol,MPV,1.6L,Manual,5,7
Mitsubishi Shogun Sport,2495,123000,2005,7,Diesel,SUV,2.5L,Manual,5,5
BMW 3 Series,3350,124184,2010,,Diesel,Saloon,2.0L,Automatic,4,5
Toyota Verso,1575,118000,2010,3,Diesel,MPV,2.0L,Manual,5,7
Ford C-max,2985,111866,2011,2,Petrol,MPV,1.6L,Manual,5,5
SEAT Ibiza,2495,88126,2011,3,Diesel,Estate,1.6L,Manual,5,5
Honda Jazz,1595,97000,2007,7,Petrol,Hatchback,1.2L,Manual,5,5
Vauxhall Corsa,2499,75000,2010,2,Petrol,Hatchback,1.0L,Manual,3,5
Ford Fiesta,1795,136404,2008,4,Petrol,Hatchback,1.6L,Manual,3,5
BMW 1 Series,3500,112000,2012,,Diesel,Hatchback,2.0L,Manual,3,5
Vauxhall Vivaro,2495,102000,2005,,Diesel,Combi Van,1.9L,Manual,5,6
SKODA Superb,695,160000,2004,,Diesel,Saloon,1.9L,Automatic,4,5
KIA Ceed,2350,99500,2010,1,Petrol,Hatchback,1.4L,Manual,5,5
Ford Mondeo,1795,119424,2010,,Diesel,Hatchback,1.8L,Manual,5,5
Peugeot 207,1990,81000,2012,4,Petrol,Hatchback,1.4L,Manual,5,5
MINI Hatch,11999,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5,5
Volkswagen Jetta,6698,61637,2013,,Diesel,Saloon,2.0L,Manual,4,5
Volvo C30,2489,140000,2011,3,Diesel,Coupe,1.6L,Manual,3,4
Honda Legend,2499,79000,2001,,Petrol,Saloon,3.5L,Automatic,4,5
Vauxhall Corsa,1270,136000,2008,,Petrol,Hatchback,1.2L,Manual,5,5
Citroen C4 Picasso,1487,152000,2007,,Petrol,MPV,2.0L,Automatic,5,5
Toyota RAV4,1585,173000,2006,,Diesel,SUV,2.2L,Manual,5,5
Volvo S60,3995,108358,2010,,Diesel,Saloon,2.4L,Automatic,4,5
Honda Civic,1989,76000,2007,,Petrol,Hatchback,1.8L,Manual,5,5
SKODA Fabia,1895,77000,2007,,Petrol,Hatchback,1.2L,Manual,5,5
Ford Fiesta,2500,113750,2010,6,Diesel,Hatchback,1.6L,Manual,3,5
Peugeot 308,999,91000,2010,1,Petrol,Hatchback,1.6L,Manual,5,5
Toyota Verso,1575,118000,2010,3,Diesel,MPV,2.0L,Manual,5,7
Volkswagen Jetta,6698,61637,2013,,Diesel,Saloon,2.0L,Manual,4,5
SEAT Ibiza,3499,136000,2011,5,Petrol,Hatchback,1.4L,Automatic,3,5
Ford Focus,1148,105743,2007,,Diesel,Estate,1.6L,Manual,5,5
Ford Mondeo,1175,103000,2006,,Petrol,Hatchback,2.0L,Automatic,5,5
Citroen C3 Picasso,2495,88000,2009,3,Diesel,MPV,1.6L,Manual,5,5
MINI Hatch,1800,91000,2009,5,Petrol,Hatchback,1.4L,Manual,3,4
Vauxhall Corsa,1999,70345,2011,5,Petrol,Hatchback,1.2L,Manual,5,5
Hyundai Getz,925,136000,2006,,Diesel,Hatchback,1.5L,Manual,3,5
Honda Civic,1895,126000,2008,3,Petrol,Hatchback,1.8L,Manual,3,5
Ford Fiesta,3250,129000,2015,1,Diesel,Hatchback,1.5L,Manual,5,5
Suzuki SX4,2499,52000,2008,2,Petrol,SUV,1.6L,Manual,5,5
Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2L,Manual,5,7
Volkswagen Jetta,6698,61637,2013,,Diesel,Saloon,2.0L,Manual,4,5
Peugeot 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5
Vauxhall Astra,2995,114840,2013,,Petrol,Hatchback,1.4L,Manual,5,5
Vauxhall Astra,795,89000,2003,3,Petrol,Hatchback,1.6L,Manual,5,5
Peugeot 206 CC,1489,93000,2005,,Petrol,Convertible,1.6L,Automatic,2,4
Suzuki Swift,2199,77186,2009,3,Petrol,Hatchback,1.3L,Manual,3,4
Ford Focus,1000,92187,2002,3,Petrol,Hatchback,1.6L,Manual,5,5
Nissan Note,1490,163000,2012,5,Diesel,Hatchback,1.5L,Manual,5,5
Ford Fiesta,995,107767,2005,,Petrol,Hatchback,1.3L,Manual,3,5
Renault Clio,2350,75000,2012,3,Petrol,Hatchback,1.2L,Manual,3,5
Jeep Patriot,1000,112654,2008,4,Diesel,SUV,2.0L,Manual,5,5
Vauxhall Zafira Tourer,13399,42847,2017,,Diesel,MPV,2.0L,Manual,5,7
Volkswagen Jetta,6698,61637,2013,,Diesel,Saloon,2.0L,Manual,4,5
Fiat 500,2499,78000,2009,,Petrol,Hatchback,1.2L,Manual,3,4
Audi A4,1989,147000,2008,,Diesel,Saloon,2.0L,Manual,4,5
Honda Jazz,1650,126553,2003,,Petrol,Hatchback,1.4L,Automatic,5,5
Ford Grand C-max,3499,105649,2011,3,Diesel,MPV,2.0L,Automatic,5,7
Vauxhall Antara,2800,121520,2014,4,Diesel,SUV,2.2L,Manual,5,5
Volvo XC90,1994,161000,2010,,Diesel,SUV,2.4L,Automatic,5,5
Volvo V50,2495,88000,2007,,Diesel,Estate,1.6L,Manual,5,5
Peugeot 5008,2350,146000,2010,3,Diesel,MPV,2.0L,Automatic,5,7
Citroen C4,1995,143577,2013,,Diesel,Hatchback,1.6L,Manual,5,5
Mitsubishi Colt,995,101078,2007,,Petrol,Hatchback,1.5L,Manual,3,5
Toyota Verso,1575,118000,2010,3,Diesel,MPV,2.0L,Manual,5,7
Vauxhall Corsa,10998,39993,2020,,Petrol,Hatchback,1.2L,Manual,5,5
Suzuki Swift,10707,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5,5
BMW 3 Series,1995,208000,2009,4,Diesel,Coupe,3.0L,Automatic,2,4
Peugeot 607,2200,135634,2007,5,Diesel,Saloon,2.0L,Manual,4,5
Isuzu Trooper,2250,147700,2001,,Diesel,SUV,,Automatic,5,5
Vauxhall Corsa,1850,88000,2009,4,Petrol,Hatchback,1.2L,Manual,3,5
Volvo V70,2195,144726,2006,,Petrol,Estate,2.4L,Automatic,5,5
Suzuki Swift,975,139215,2007,3,Petrol,Hatchback,1.3L,Manual,3,5
Mercedes-Benz CLK,2000,139571,2009,,Petrol,Coupe,1.8L,Automatic,2,4
Audi A3,1600,132018,2008,,Petrol,Hatchback,1.6L,Manual,3,5
Nissan Qashqai+2,2989,140000,2010,2,Petrol,SUV,1.6L,Manual,5,7
Citroen Xsara Picasso,1495,64000,2006,,Petrol,MPV,1.6L,Manual,5,5
Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2L,Manual,5,7
Vauxhall Astra,4999,60139,2015,2,Petrol,Hatchback,1.6L,Manual,5,5
Vauxhall Zafira,1995,82000,2009,7,Diesel,MPV,1.9L,Automatic,5,7
Ford Mondeo,1100,138676,2003,,Diesel,Hatchback,2.0L,Manual,5,5
Toyota Yaris,2350,62324,2003,,Petrol,Hatchback,1.3L,Manual,5,5
Alfa Romeo Mito,1690,135000,2012,4,Diesel,Hatchback,1.3L,Manual,3,4
Vauxhall Astra,1990,121000,2012,1,Diesel,Estate,2.0L,Manual,5,5
Vauxhall Astra,4000,95000,2016,,Diesel,Hatchback,1.6L,Manual,5,5
BMW 1 Series,2950,140049,2013,2,Diesel,Hatchback,2.0L,Manual,5,5
Honda Civic,1995,66700,2010,7,Petrol,Hatchback,1.4L,Manual,5,5
Vauxhall Zafira Tourer,13399,42847,2017,,Diesel,MPV,2.0L,Manual,5,7
Ford Fiesta,1290,119000,2004,6,Petrol,Hatchback,1.4L,Manual,5,5
Volkswagen Golf,1995,127000,2009,5,Petrol,Hatchback,1.4L,Manual,5,5
Toyota Auris,1295,158469,2008,4,Diesel,Hatchback,2.0L,Manual,5,5
Mercedes-Benz C Class,1250,170000,2007,5,Petrol,Saloon,1.8L,Automatic,4,5
Hyundai Getz,990,121000,2003,4,Petrol,Hatchback,1.3L,Manual,5,5
Peugeot 207,1250,110000,2007,4,Petrol,Hatchback,1.4L,Manual,5,5
Renault Grand Espace,2499,136000,2011,,Diesel,MPV,2.0L,Manual,5,7
